Options:
Model:                           Discrete: Dependent
Tree File Name:                  /Users/sarthakshukla/Desktop/MorphTest/GallWasps_Morph.nex.run1.t
Data File Name:                  /Users/sarthakshukla/Desktop/MorphTest/gallwasps_charmatrix.txt
Log File Name:                   1000TreesDependentRestrictQ13Q24Q31Q42.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1669299862
Analsis Type:                    Maximum Likelihood
ML Attempt Per Tree:             10
ML Max Evaluations:              20000
ML Tolerance:                    0.000001
ML Algorithm:                    BOBYQA
Rate Range:                      0.000000 - 100.000000
Precision:                       64 bits
Cores:                           1
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          None
    q13                          q24
    q21                          None
    q24                          None
    q31                          q42
    q34                          None
    q42                          None
    q43                          None
Tree Information
     Trees:                      1001
     Taxa:                       41
     Sites:                      1
     States:                     4
Tree No	Lh	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
1	-34.100929	16.513378	15.363445	9.060468	15.363445	12.880198	20.117683	12.880198	100.000000	0.300839	0.374598	0.157460	0.167103	
2	-33.910063	8.324938	9.423293	2.120095	9.423293	8.585081	18.634691	8.585081	100.000000	0.104284	0.084418	0.408736	0.402562	
3	-33.336317	8.032131	9.726843	0.000000	9.726843	9.095422	0.000000	9.095422	26.504259	0.179810	0.070254	0.443362	0.306574	
4	-33.771212	2.301131	3.564722	0.000000	3.564722	3.074656	18.474576	3.074656	100.000000	0.519893	0.166038	0.156653	0.157416	
5	-34.438384	8.364334	11.991317	0.000000	11.991317	10.539825	0.588652	10.539825	27.743058	0.251977	0.268496	0.236107	0.243419	
6	-34.283705	7.545537	10.789554	0.000000	10.789554	9.439054	0.000000	9.439054	22.338572	0.253584	0.302930	0.209258	0.234229	
7	-34.480039	9.759159	13.698723	0.000000	13.698723	12.090139	0.000000	12.090139	28.469723	0.249253	0.245144	0.253839	0.251765	
8	-34.489521	11.123148	16.458931	0.000000	16.458931	14.732086	0.000000	14.732086	31.665390	0.249831	0.247097	0.252266	0.250806	
9	-34.290400	8.829976	12.886244	0.000000	12.886244	11.631890	0.000000	11.631890	27.060418	0.249919	0.248023	0.251499	0.250559	
10	-34.193504	9.262313	14.712031	0.000000	14.712031	13.090139	0.000000	13.090139	27.129466	0.250015	0.248797	0.250924	0.250265	
11	-34.259350	8.914648	13.923870	0.000000	13.923870	12.427146	0.000000	12.427146	28.166806	0.250004	0.250085	0.249935	0.249976	
12	-34.630902	100.000000	51.864176	64.800313	51.864176	45.329870	0.000000	45.329870	100.000000	0.250000	0.250000	0.250000	0.250000	
13	-34.630966	100.000000	51.898411	64.795464	51.898411	45.357919	0.000000	45.357919	100.000000	0.250000	0.250000	0.250000	0.250000	
14	-34.632203	100.000000	52.249714	64.779298	52.249714	45.647215	0.000000	45.647215	100.000000	0.250000	0.250000	0.250000	0.250000	
15	-34.628132	100.000000	51.270982	64.803596	51.270982	44.837419	0.000000	44.837419	100.000000	0.250000	0.250000	0.250000	0.250000	
16	-34.627395	100.000000	51.041571	64.825003	51.041571	44.649155	0.000000	44.649155	100.000000	0.250000	0.250000	0.250000	0.250000	
17	-34.628148	100.000000	51.347331	64.753990	51.347331	44.898319	0.000000	44.898319	100.000000	0.250000	0.250000	0.250000	0.250000	
18	-34.615882	27.124569	39.120275	0.000000	39.120275	34.241652	0.000000	34.241652	76.267502	0.250000	0.250000	0.250000	0.250000	
19	-34.626854	100.000000	50.871508	64.830768	50.871508	44.508686	0.000000	44.508686	100.000000	0.250000	0.250000	0.250000	0.250000	
20	-34.616019	30.245415	43.605865	0.000000	43.605865	38.180790	2.919941	38.180790	100.000000	0.250000	0.250000	0.250000	0.250000	
21	-34.626941	100.000000	50.903465	64.827824	50.903465	44.535040	0.000000	44.535040	100.000000	0.250000	0.250000	0.250000	0.250000	
22	-34.549694	10.027843	16.341827	0.000000	16.341827	14.489509	0.000000	14.489509	29.747333	0.250000	0.249993	0.250006	0.250002	
23	-34.541480	16.292746	23.908537	0.000000	23.908537	21.283457	0.000000	21.283457	44.753024	0.250000	0.250009	0.249993	0.249998	
24	-34.635231	100.000000	52.853918	64.665357	52.853918	46.139990	0.000000	46.139990	100.000000	0.250000	0.250000	0.250000	0.250000	
25	-34.588232	26.666332	38.037702	0.000000	38.037702	33.366734	0.000000	33.366734	74.946161	0.250000	0.250000	0.250000	0.250000	
26	-34.560115	5.463904	12.830432	0.000000	12.830432	11.532014	0.000000	11.532014	24.744709	0.246613	0.269216	0.236683	0.247489	
27	-34.429988	1.679355	11.825963	0.000000	11.825963	10.636809	0.000000	10.636809	18.610151	0.197148	0.363938	0.178344	0.260570	
28	-33.920918	1.320712	11.458004	0.000000	11.458004	10.418142	0.000000	10.418142	17.132062	0.197683	0.355080	0.183769	0.263468	
29	-34.176587	1.268230	9.269739	0.000000	9.269739	8.412738	0.000000	8.412738	16.992652	0.212044	0.336578	0.198086	0.253292	
30	-33.612244	1.685914	8.719871	0.000000	8.719871	7.767118	0.000000	7.767118	17.649434	0.232124	0.298826	0.220630	0.248419	
31	-33.725013	2.239621	9.778260	0.000000	9.778260	8.624263	0.000000	8.624263	19.162884	0.237295	0.287507	0.226767	0.248431	
32	-34.630059	100.000000	51.703722	64.789438	51.703722	45.194522	0.000000	45.194522	100.000000	0.250000	0.250000	0.250000	0.250000	
33	-33.956966	1.090822	6.817959	0.000000	6.817959	5.609884	19.366799	5.609884	100.000000	0.240040	0.280527	0.238749	0.240684	
34	-34.605146	8.236521	13.741749	0.000000	13.741749	12.317806	9.349079	12.317806	74.298763	0.250006	0.250034	0.249978	0.249982	
35	-34.217301	1.535559	7.314584	0.000000	7.314584	6.017557	17.788214	6.017557	100.000000	0.245617	0.266978	0.243145	0.244260	
36	-34.092685	5.407724	10.125094	0.000000	10.125094	8.404354	2.043894	8.404354	33.846838	0.250649	0.261429	0.242521	0.245400	
37	-34.619445	32.949504	47.488472	0.000000	47.488472	41.641832	0.000000	41.641832	93.198993	0.250000	0.250000	0.250000	0.250000	
38	-34.353907	3.462281	7.800385	0.000000	7.800385	6.644293	17.493326	6.644293	100.000000	0.250024	0.250533	0.249706	0.249736	
39	-34.617422	35.341540	50.737272	0.000000	50.737272	44.453089	0.000000	44.453089	100.000000	0.250000	0.250000	0.250000	0.250000	
40	-34.634323	100.000000	52.796579	64.725577	52.796579	46.099414	0.000000	46.099414	100.000000	0.250000	0.250000	0.250000	0.250000	
